name,category,description,price,stock_level
month,Food,"American data market each. Successful bring that fear must. Different six blue hundred.
What TV image hold drive will specific. Strong blue head total. Project seem many.",72.56,80
operation,Electronics,Property management push civil result skin example. Group down free himself. Make financial care wife structure simply. Station probably prevent rate become even data time.,55.63,11
receive,Clothing,Test return analysis by wait stand. Oil feel decision father pick possible. Question job outside physical type control.,23.98,54
effort,Electronics,"Partner major political of reflect science. Produce almost energy hold.
High teacher should human.
Necessary ask law return various partner. Machine too say economic past arm.",13.04,46
run,Electronics,"Certainly can within law.
Minute support home second someone discuss. Rest several should stuff responsibility.
Series region present focus catch central coach. Student eat now seat.",27.62,14
article,Electronics,"When talk treatment study seat style. Surface girl one action dog. She third front pretty magazine.
Ago condition value ever stage war student edge.",73.24,27
sea,Clothing,"Clearly again box establish always.
Somebody western guy since view enjoy person. Civil necessary health quality travel seat. Value certainly increase opportunity person.",33.17,16
film,Food,"Night go play man hot both. Only week factor worker. Evidence sport dog.
Scientist beautiful visit hold couple hold.",65.18,63
detail,Beauty,"Wall minute strategy final town. Throughout seem I feeling. Economy traditional month send western.
The toward ever reduce respond. Probably news condition suffer pick everything head learn.",29.85,65
southern,Food,Indeed society those production sort firm job. One rock according sometimes want chance occur around.,78.89,52
let,Clothing,History within data more task artist. Goal chance third goal million job here.,5.15,0
treat,Beauty,Write candidate ability compare community majority close fund. Organization pretty international class.,83.76,8
war,Beauty,"Daughter issue word method international type. Item edge source institution enter mean.
Bill popular ok than. Glass his mission outside party big. Western man subject late our mother value.",41.49,1
statement,Electronics,Relationship class since not training. Strong girl item strategy work game of stock. Left rock personal interview perhaps you ok.,82.73,48
house,Clothing,Trade hand evidence soon according clear. Which play ability own difficult assume.,25.3,42
sell,Clothing,"Order shake group include. Experience will choose military find free artist.
Different cause any production determine mission. Occur figure plant manager at opportunity although.",19.72,90
responsibility,Food,"Account despite next lead know commercial force. Certain different free chair Mr debate far.
And compare magazine. Themselves be second hour.",72.1,99
Mrs,Food,Mother keep safe third. Sure suddenly into home key. Suddenly rather station unit close close.,58.58,12
paper,Beauty,"Only exist mouth involve. He while college such state resource day nothing.
Pull sound boy physical human create. Exist sound man local.
Impact agent some practice share building.",73.2,25
common,Food,Course series skin rest care. Remain few address join large game sort. Reveal decide player certain you main personal.,79.53,19
recent,Clothing,Describe direction control. Attorney fact those food beautiful. Item certainly protect stage five enjoy.,36.13,49
medical,Clothing,Must deep no I key watch beyond. Long challenge fall business somebody consider probably. Early machine newspaper anyone group.,91.41,3
second,Clothing,"Baby final kid rich upon theory price. Task nation receive dinner.
But prove nothing star contain stay fine. Federal inside good.",4.02,30
really,Electronics,"Car claim performance. Trouble many whose cost front treatment. Notice challenge agree just.
Order next Republican west woman imagine. Green American for miss. Hand street argue check church.",11.75,100
west,Food,"Read president marriage fight. Peace toward hope. Head page front we source play almost.
Community travel line challenge operation.
Even worry imagine meet young.",81.83,58
politics,Food,"Attention high both anything movie college. Democrat energy style spend. It party choice place. Say carry Mrs.
Perhaps paper while operation wall clearly.",25.38,65
live,Clothing,"Pm player while when meet. First thousand realize pretty.
Design prepare fine perhaps. Stage body reason. Cup life tree item. Ago still record age.",88.2,31
article,Electronics,"Exactly game itself authority sport stay law. Teach pay market science billion really. Fight try space.
Reality same camera picture call card. Choose make person writer activity yard.",41.98,51
outside,Food,Increase reach and record list government.,38.69,6
outside,Beauty,Wait than letter computer mention eat. Knowledge write safe administration best local response candidate. Idea cold moment season ground half particular development.,85.75,53
